Date,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400
20050101,23.09,20.98,19.31,18.52,18.61,19.53,20.76,22.45,25.84,26.86,27.12,26.67,26.76,25.15,24.4,24.6,26.32,34.75,33.02,33.09,31.58,29.1,25.86,24.02
20050102,22.85,19.53,17.92,17.03,17.69,18.64,19.96,24.1,25.72,27.61,27.88,27.93,28.4,28.2,27.47,27.43,30.76,45.67,46.31,42.86,41.97,32.09,27.19,25.11
20050103,21.13,19.61,19.02,19.17,20.23,23.9,30.59,30.32,29.18,31.43,32.79,32.3,31.27,30.28,29.86,28.97,30.85,44.38,45.55,41.86,37.13,32.27,27.48,25.2
20050104,23.47,22.37,21.68,21.22,22.39,26.53,37.09,35.16,32.83,34.69,35.93,34.97,33.35,32.26,31.53,30.56,34.34,53.44,53.91,47.1,45.12,35.07,28.41,26.27
20050105,23.86,22.04,21.17,21.47,23.29,25.58,36.17,32.63,32.09,32.58,33.69,34.04,33.63,32.73,31.18,31.12,36.63,60.59,66.6,57.9,51.39,37.71,28.25,27.22
20050106,27.78,26.77,25.69,25.65,26.33,29.25,47.76,41.48,38.29,40.64,42.31,37.51,33.46,33.12,32.62,32.19,35.78,68.56,73.05,65.63,57.03,43.04,30.13,28.7
20050107,27.75,26.32,25.56,25.73,27.25,30.91,51.22,50.22,44.62,43.67,41.91,37.35,33.06,30.88,30.31,30,33.8,56,62.46,55.85,44.9,35.61,29.32,29.7
20050108,28.7,27.28,26.58,26.17,26.3,27.65,28.96,31.14,34.51,35.32,34.73,32.03,30.81,29.81,29.13,28.92,31.21,44.62,46.9,41.15,38.31,32.87,29.26,27.32
20050109,27.92,27.13,26.04,26.04,26.03,27.73,29.49,30.51,32.89,34.7,33.05,31.02,29.69,28.23,27.03,27.18,30.59,51.26,58.39,52.82,47.56,36.22,29.43,27.54
20050110,27.12,26.23,26.39,25.91,27.08,30.21,52.32,44.04,39.25,39.05,38.75,35.7,31.98,30.4,28.9,28.33,33.72,49.52,63.63,52.37,45.07,34.65,27.07,26.19
20050111,27.51,26.22,25.21,25.22,26.2,35.15,57.63,51.36,43.6,42.41,41.91,40.6,38.69,36.95,33.89,31.2,37.09,55.99,64.69,58.37,47.63,35.98,27.09,26.87
20050112,26.71,25.42,24.41,24.52,25.32,30.36,48.67,43.67,40.51,40.43,39.55,38,32.6,31.68,31.29,30.46,35.4,53.93,58.17,43.5,41.94,33.63,25.25,26.05
20050113,24.04,21.84,21.03,20.86,22.18,27,39.68,38.73,36.3,36.46,36.32,35.44,33.17,31.44,30.48,29.65,34.51,51.35,56.17,51.19,43.41,34.96,25.11,24.07
20050114,25.95,25.15,24.55,24.54,25.93,29.35,43.25,52.38,48.52,48.89,48.94,46.33,43.55,38.52,35.74,35.21,44.82,66.31,76.51,65.74,55.57,45.15,34.54,30.35
20050115,35.77,34.43,33,33.04,33.16,34.61,38.9,42.15,49.12,53.06,51,41.61,35.34,30.52,29.62,29.42,30.73,55.49,68.26,60.63,52.3,43.85,33.4,32.72
20050116,30.83,29.88,29.46,29.16,29.27,30.04,31.95,33.73,36.97,40.57,40.95,37.04,35.59,32.8,30.69,30.78,38.17,67.27,79.65,76.59,69.82,54.8,36.26,35.53
20050117,36.58,33.41,33.09,33.32,34.75,41.97,63.25,66.01,64.03,61.15,58.43,53.92,47.8,41.69,38.42,38.58,45.98,78.95,87.77,80.47,73.01,58.41,42.98,41.51
20050118,43.5,41.74,41.4,41.8,43.85,52.55,79.74,96.51,93.22,92.3,87.03,76.67,67.99,58.42,55.79,54.69,64.04,98.18,104.09,97.67,92.74,77.21,57.62,44.57
20050119,51.93,49.2,47.33,48.98,51.98,59.95,91.85,85.66,81.75,75.53,71.67,65.1,58.02,52.08,48.01,48,53.65,81.64,94.83,85.48,77.03,62.22,44.9,42.43
20050120,42.23,39.88,37.56,37.16,40.06,46.3,80.19,73.31,76.25,74.33,70.35,65.2,57.14,52.3,48.27,46.15,56.8,81.87,90.74,84.32,76.99,60.4,44.07,40.33
20050121,40.45,39.04,37.42,38.34,39.25,47.04,87.2,85.35,89.68,75.53,69.76,63.64,54.23,49.75,44.01,41.29,46.8,72.17,84.12,74.34,63.24,56.61,44.08,41.41
20050122,38.41,35,33.92,33.04,34.36,39.36,45.48,45.59,52.75,57.22,56.75,50.33,44.17,38.88,36.02,34.46,39.12,58.31,70.89,64.69,54.27,47.08,36.92,36.97
20050123,46.18,43.92,42.57,41.83,41.82,44.01,47.75,50.97,56.13,60.52,67.93,60.18,53.01,44.03,41,41.17,47.02,86.21,95.42,89.82,83.61,67.15,48.06,47.24
20050124,53.43,52.49,51.33,51.91,55.32,67.23,94.82,103.52,105.49,103.09,97.16,86.97,75.28,63.23,57.36,55.83,61.2,98.2,111.33,101.92,93.7,75.61,55.74,42.38
20050125,51.93,47.72,46.5,47.03,48.32,60.12,85.13,77.16,73.87,69.09,66.27,62.59,55.21,49.78,46.36,44.2,49.13,80.56,81.43,75.89,69.56,57.67,40.83,40.23
20050126,33.86,31.78,31.86,31.79,31.53,38.06,63.41,74.48,70.23,65.95,63.9,55.67,51.49,45.06,38.43,37.09,43.68,69.77,77.37,73.54,70.55,54.43,42.26,37.55
20050127,39.59,37.49,37.94,37.83,40.3,51.72,91.28,87.88,84.97,81.09,79.84,74.11,64.09,58.3,53.84,52.94,58.11,86.31,95.91,88.52,83.52,71.24,50.17,48.88
20050128,61.08,58.14,56.5,57.36,59.33,71.3,114.77,91.35,86.95,82.47,76.27,67.9,53.3,44.63,40.95,39.99,43.41,67.64,79.58,74.39,65.68,52.6,42.5,49.26
20050129,53.59,52.52,48.64,51.24,51.75,56.17,61.75,65.37,65.99,70.87,67.63,62.39,54.63,48.24,36.05,35.92,40.41,66.91,68.07,55.43,54.96,48.34,37.07,36.47
20050130,36.88,35.54,34.35,34.04,33.89,36.03,38.19,40,43.31,47.19,44.72,41.55,38.87,33.62,31.48,31.45,37.36,53.73,62.83,54.98,54.4,44.81,34.55,33.76
20050131,37.18,34.67,34.56,35.21,39.62,45.71,69.06,68.18,67.26,68.3,62.55,49.54,41.35,37.35,34.52,34.55,38.7,57.22,76.05,70.16,67.25,50.61,36.56,38.02
